label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,note,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,091215_0i,091215_0M,091215_1i,091215_1M,091215_3i,091215_3M,091215_5i,091215_5M,091215_15i,091215_15M,091215_45i,091215_45M,091215_120i,091215_120M,091215_240i,091215_240M
,0,93,3,574.0777,13.34869,0.7767242,C13-label-9,UDP-D-glucose,HMDB00286,C15H24N2O17P2,0.0913105,0.4252743,565.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.075,407.9135,693.7403,3209.762,1767.604,4329.407,4051.001,6472.219,1438.402
,0,94,5,575.0816,13.3411,0.826116,C13-label-10,UDP-D-glucose,HMDB00286,C15H24N2O17P2,0.09889984,0.5306655,565.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624.613,1577.565,9163.259,5906.703,13819.9,2273.832
,0,95,6,576.0853,13.34464,0.82188,C13-label-11,UDP-D-glucose,HMDB00286,C15H24N2O17P2,0.09535789,1.059482,565.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1378.341,0.0,31186.2,9503.264,56885.61,40387.23,85820.81,17939.74
,0,96,3,577.0892,13.3411,0.8284897,C13-label-12,UDP-D-glucose,HMDB00286,C15H24N2O17P2,0.09889984,2.009517,565.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.877,785.1696,6996.969,2035.405,14873.32,720.9807
,0,97,3,578.0918,13.32842,0.7983122,C13-label-13,UDP-D-glucose,HMDB00286,C15H24N2O17P2,0.1115837,0.7390633,565.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.7227,771.0112,6227.472,2560.075,16026.73,1435.895
,0,98,3,579.0954,13.34618,0.8094636,C13-label-14,UDP-D-glucose,HMDB00286,C15H24N2O17P2,0.0938158,1.159373,565.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.6872,463.2401,1937.863,909.4675,7003.89,733.0789
,0,99,0,580.0936,13.3397,0.09014598,C13-label-15,UDP-D-glucose,HMDB00286,C15H24N2O17P2,0.1002989,7.680712,565.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.4675,0.0
,0,100,16,505.9888,15.32086,0.8260422,C12 PARENT,ATP,HMDB00538,C10H16N5O13P3,0.3808565,0.6031279,505.9888,602536.8,679218.8,444483.7,483905.5,822963.2,813410.7,417192.8,561399.8,376409.8,634010.4,1125429.0,1088407.0,420438.7,325486.6,336173.6,372330.4
,0,101,16,506.9921,15.31991,0.8358498,C13-label-1,ATP,HMDB00538,C10H16N5O13P3,0.3799076,0.421354,505.9888,59838.82,73083.23,46187.04,50099.11,89429.0,90830.44,44522.74,62057.09,38991.63,73150.32,123597.0,125834.8,44999.32,36730.38,35846.58,37691.82
,0,102,15,507.9932,15.32275,0.8257723,C13-label-2,ATP,HMDB00538,C10H16N5O13P3,0.3827505,3.96492,505.9888,11896.84,14753.5,7574.318,9866.948,17537.55,15791.8,7848.563,11182.45,7823.18,13811.01,25981.79,20309.56,9256.649,6235.146,7246.162,6895.722
,0,103,10,508.9969,15.32751,0.7941329,C13-label-3,ATP,HMDB00538,C10H16N5O13P3,0.3875132,3.357543,505.9888,891.2588,1106.51,962.3174,604.3253,1549.669,1386.952,847.4482,1091.549,632.8314,1521.785,3303.21,2426.862,3597.827,4272.885,3840.841,748.3561
,0,104,3,510.0023,15.32966,0.8349071,C13-label-4,ATP,HMDB00538,C10H16N5O13P3,0.389658,0.8377343,505.9888,0.0,0.0,122.2847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420.49,576.1746,4159.439,4933.228,5178.922,1391.949
,0,105,7,511.0057,15.33941,0.8268099,C13-label-5,ATP,HMDB00538,C10H16N5O13P3,0.3994122,0.8958101,505.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.572,147.3836,34435.15,10847.53,54762.7,66827.6,83005.29,20926.73
,0,106,5,512.009,15.32118,0.823724,C13-label-6,ATP,HMDB00538,C10H16N5O13P3,0.3811836,0.7152437,505.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4423.366,681.364,8839.214,6864.465,12782.95,1047.484
,0,107,3,513.0109,15.32512,0.8360696,C13-label-7,ATP,HMDB00538,C10H16N5O13P3,0.3851194,2.141535,505.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.5667,0.0,1376.687,1368.897,2467.169,198.1658
,0,108,16,482.9617,15.18853,0.8305,C12 PARENT,UTP,HMDB00285,C9H15N2O15P3,0.3785257,0.9478269,482.9617,160065.4,70149.29,132618.4,54122.42,220620.4,83871.82,132417.2,62239.75,98977.62,66313.91,275429.0,104465.1,108131.0,63395.12,73883.34,47046.39
,0,109,15,483.965,15.19329,0.8247333,C13-label-1,UTP,HMDB00285,C9H15N2O15P3,0.3832932,0.7566895,482.9617,13594.26,6187.56,12791.98,4699.193,19289.46,6584.127,11986.05,5046.364,9225.728,6192.42,26106.51,8896.918,9514.946,5563.35,7823.824,4193.555
,0,110,14,484.9659,15.18758,0.8381248,C13-label-2,UTP,HMDB00285,C9H15N2O15P3,0.3775816,4.279036,482.9617,3938.466,1635.252,3189.215,1487.206,4777.459,2191.523,3320.834,1535.071,2416.642,1304.468,5976.855,2195.91,2200.198,1270.794,1587.141,1070.37
,0,111,3,485.9704,15.18749,0.8381371,C13-label-3,UTP,HMDB00285,C9H15N2O15P3,0.3774891,1.946709,482.9617,289.168,0.0,0.0,0.0,398.7875,0.0,159.0966,0.0,297.9356,0.0,2098.981,360.877,1196.821,579.184,976.4258,122.4658
,0,112,0,486.9741,15.20756,0.2335483,C13-label-4,UTP,HMDB00285,C9H15N2O15P3,0.3975601,1.316021,482.9617,0.0,568.8377,0.0,0.0,0.0,0.0,0.0,729.4116,975.335,638.5051,1938.3,426.0876,1264.949,846.5026,2097.521,629.0107
,0,113,7,487.9783,15.19594,0.8200263,C13-label-5,UTP,HMDB00285,C9H15N2O15P3,0.3859425,0.4377718,482.9617,248.9495,137.4608,0.0,323.9796,320.7937,265.0132,745.7634,0.0,2898.967,190.2851,31991.88,5997.68,16931.46,6472.006,22086.44,3352.268
,0,114,3,488.9817,15.14663,0.7692336,C13-label-6,UTP,HMDB00285,C9H15N2O15P3,0.3366299,0.6241051,482.9617,0.0,714.4714,0.0,152.4924,0.0,1019.827,142.9869,428.5527,323.9453,601.8303,1959.789,293.8492,2034.121,450.8325,3544.527,158.9186
,0,115,2,489.9854,15.17957,0.8049182,C13-label-7,UTP,HMDB00285,C9H15N2O15P3,0.3695717,1.307937,482.9617,0.0,110.9238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.227,278.9994,1667.751,129.3809,3961.952,305.7987
,0,116,0,490.9887,15.18223,0.1371627,C13-label-8,UTP,HMDB00285,C9H15N2O15P3,0.3722258,1.180953,482.9617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.6229,145.6564,524.3226,0.0,1961.839,0.0
,0,117,0,491.9879,15.1522,0.08089646,C13-label-9,UTP,HMDB00285,C9H15N2O15P3,0.3422003,7.319384,482.9617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.4693,0.0
,0,118,15,440.1326,14.11759,0.7862839,C12 PARENT,folate,HMDB00121,C19H19N7O6,0.5175867,0.4853609,440.1326,274367.8,486682.2,281932.8,530779.8,277498.0,460832.1,301716.9,534876.9,255702.9,451014.1,220302.8,453217.2,266601.1,470906.7,238687.5,450968.2
,0,119,14,441.1358,14.11949,0.8187575,C13-label-1,folate,HMDB00121,C19H19N7O6,0.5194864,0.1383591,440.1326,53782.58,97127.55,58985.82,104311.1,52465.02,84336.26,60228.28,106850.9,52475.99,95113.27,41396.28,88505.15,52152.81,94156.01,48369.96,89197.48
,0,120,9,442.1393,14.12234,0.8140586,C13-label-2,folate,HMDB00121,C19H19N7O6,0.522337,0.3451128,440.1326,2916.498,7178.659,3884.441,6849.537,3093.247,5882.958,3527.033,6459.666,3449.766,5559.614,1993.532,5003.292,2341.45,5609.305,3020.409,5099.666
,0,121,1,443.1401,14.12044,0.7435743,C13-label-3,folate,HMDB00121,C19H19N7O6,0.520443,5.302704,440.1326,270.3067,559.3908,178.2598,827.9772,355.7371,1060.911,287.1511,631.2997,181.4798,421.8834,158.0446,452.545,145.963,983.3605,131.8488,637.7806
,0,122,0,444.1439,14.0712,0.06624604,C13-label-4,folate,HMDB00121,C19H19N7O6,0.4712,4.397486,440.1326,0.0,0.0,0.0,0.0,0.0,116.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.3854,0.0
,0,123,0,447.1603,14.1122,0.06093926,C13-label-7,folate,HMDB00121,C19H19N7O6,0.5121994,9.827738,440.1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,124,0,448.1577,14.1096,0.09192458,C13-label-8,folate,HMDB00121,C19H19N7O6,0.5095997,3.54096,440.1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.8441,0.0,126.0893,0.0
,0,125,0,454.1753,14.119,0.07346588,C13-label-14,folate,HMDB00121,C19H19N7O6,0.5190001,8.936641,440.1326,180.5238,563.5698,0.0,179.2651,0.0,170.6238,125.6078,380.3559,162.2719,251.3445,0.0,0.0,0.0,0.0,0.0,233.2764
,0,126,16,426.0225,14.09473,0.8218039,C12 PARENT,ADP,HMDB01341,C10H15N5O10P2,0.2947321,0.7163378,426.0225,81674.79,67519.15,81131.16,69053.66,112736.4,198325.6,83139.03,82036.25,68014.34,85054.4,108018.6,86902.62,57907.93,31141.87,42104.57,41180.7
,0,127,15,427.0254,14.09951,0.8245875,C13-label-1,ADP,HMDB01341,C10H15N5O10P2,0.2995062,0.2143964,426.0225,6706.367,6125.234,7437.924,6040.156,11211.09,20732.53,7664.256,8445.694,6062.266,6573.253,9726.291,8703.295,5397.722,3628.703,3818.151,3494.797
,0,128,6,428.0266,14.09855,0.8018989,C13-label-2,ADP,HMDB01341,C10H15N5O10P2,0.2985516,5.418643,426.0225,1183.393,739.3201,1061.901,1037.618,1376.097,2689.881,1282.896,1054.566,924.4905,1074.672,1017.003,1502.739,906.6877,181.9534,391.6648,246.4023
,0,129,0,429.0339,14.10642,0.06121624,C13-label-3,ADP,HMDB01341,C10H15N5O10P2,0.3064156,3.841085,426.0225,314.945,360.9553,186.017,0.0,108.107,176.2176,192.4073,0.0,167.2661,189.5451,273.4831,130.4294,148.8584,304.3482,218.5099,0.0
,0,130,1,430.037,14.07026,0.5600276,C13-label-4,ADP,HMDB01341,C10H15N5O10P2,0.2702589,3.193436,426.0225,0.0,0.0,0.0,0.0,0.0,129.5171,0.0,0.0,0.0,0.0,0.0,0.0,307.5899,292.1794,783.2415,121.8477
,0,131,3,431.039,14.10187,0.8177112,C13-label-5,ADP,HMDB01341,C10H15N5O10P2,0.3018723,0.07080005,426.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.7847,0.0,3136.98,720.8066,7147.885,5085.111,10778.84,1918.12
,0,132,1,432.0431,14.09734,0.7482568,C13-label-6,ADP,HMDB01341,C10H15N5O10P2,0.2973404,1.765891,426.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4153,169.7871,1017.566,441.8163,1595.254,0.0
,0,133,0,433.0461,14.1096,0.05843285,C13-label-7,ADP,HMDB01341,C10H15N5O10P2,0.3095999,1.127551,426.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0581,0.0,117.0803,0.0
,0,134,0,435.0529,14.10009,0.04972032,C13-label-9,ADP,HMDB01341,C10H15N5O10P2,0.3000898,1.332791,426.0225,215.263,119.1162,0.0,179.0294,133.2823,112.4296,0.0,216.654,330.1716,0.0,176.5837,111.6915,0.0,131.1144,0.0,0.0
,0,135,15,402.9953,13.70157,0.8167464,C12 PARENT,UDP,HMDB00295,C9H14N2O12P2,0.1084318,0.8329965,402.9952,36546.95,13167.96,42623.85,13427.28,64567.05,45825.25,42240.48,17495.67,29095.11,15548.32,46501.0,18754.27,27020.99,12839.44,19312.56,11079.16
,0,136,9,403.9986,13.69871,0.8365286,C13-label-1,UDP,HMDB00295,C9H14N2O12P2,0.1112881,0.6798499,402.9952,2651.731,1135.781,3456.135,1661.617,5704.381,4345.668,2792.004,1521.398,1929.391,1373.891,4159.188,2024.292,2643.926,1074.044,2189.23,973.9941
,0,137,0,404.9996,13.71569,0.1982225,C13-label-2,UDP,HMDB00295,C9H14N2O12P2,0.0943079,4.973215,402.9952,548.2627,195.6191,721.1476,113.9089,858.1172,1190.53,815.9897,151.1602,474.8001,268.0615,712.8968,188.0845,356.089,221.9144,237.1372,0.0
,0,138,0,406.0045,13.69432,0.06430287,C13-label-3,UDP,HMDB00295,C9H14N2O12P2,0.1156759,1.202648,402.9952,0.0,0.0,0.0,0.0,0.0,154.1866,0.0,0.0,0.0,0.0,183.9392,0.0,156.9329,0.0,127.255,0.0
,0,139,0,407.0088,13.6955,0.04988059,C13-label-4,UDP,HMDB00295,C9H14N2O12P2,0.114501,1.124703,402.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0636,0.0,243.8226,0.0,304.7325,0.0
,0,140,3,408.0121,13.70801,0.7759064,C13-label-5,UDP,HMDB00295,C9H14N2O12P2,0.1019859,0.8227542,402.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.516,0.0,5439.623,1092.73,4188.068,1336.343,6465.2,728.9951
,0,141,0,409.0156,13.6603,0.4056295,C13-label-6,UDP,HMDB00295,C9H14N2O12P2,0.1497011,1.193798,402.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.1447,0.0,827.751,0.0
,0,142,1,410.0193,13.6679,0.8264962,C13-label-7,UDP,HMDB00295,C9H14N2O12P2,0.1421003,2.084033,402.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.5385,0.0,1143.159,0.0
,0,143,0,411.0227,13.6596,0.08248165,C13-label-8,UDP,HMDB00295,C9H14N2O12P2,0.1504002,2.227442,402.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.1035,0.0
,0,144,14,338.989,13.60352,0.8280089,C12 PARENT,fructose-1-6-bisphosphate,HMDB01058,C6H14O12P2,0.1035194,0.6301773,338.989,60755.94,147863.7,38007.22,112357.4,12849.95,35591.0,7729.459,15579.52,5977.752,11921.29,4626.979,6906.428,692.4099,378.209,1083.785,1092.785
,0,145,6,339.9925,13.62396,0.8330953,C13-label-1,fructose-1-6-bisphosphate,HMDB01058,C6H14O12P2,0.1239634,0.8975965,338.989,2900.715,9896.79,2127.756,6883.367,1150.154,2739.67,188.907,1362.295,389.5834,445.0764,154.6177,568.9468,184.4195,125.2523,0.0,0.0
,0,146,8,341.9989,13.62027,0.805622,C13-label-3,fructose-1-6-bisphosphate,HMDB01058,C6H14O12P2,0.120266,0.08923298,338.989,0.0,0.0,19783.46,26581.61,11832.38,62514.0,7478.611,33196.78,7421.575,18696.38,2111.934,6486.709,0.0,403.4922,0.0,844.5071
,0,147,6,343.0023,13.62533,0.7951518,C13-label-4,fructose-1-6-bisphosphate,HMDB01058,C6H14O12P2,0.1253319,0.2669159,338.989,0.0,0.0,949.1987,1150.7,1375.791,5839.502,666.6014,3779.475,607.722,2307.363,179.654,710.7862,0.0,115.6114,0.0,108.9481
,0,148,11,344.0059,13.61838,0.8253538,C13-label-5,fructose-1-6-bisphosphate,HMDB01058,C6H14O12P2,0.1183777,1.064549,338.989,0.0,0.0,4565.463,2663.221,9094.001,19141.15,7846.02,21401.96,8105.998,19523.45,3488.949,6522.867,1370.913,1856.377,1569.975,1338.101
,0,149,14,345.0091,13.61945,0.8188934,C13-label-6,fructose-1-6-bisphosphate,HMDB01058,C6H14O12P2,0.1194477,0.6191812,338.989,0.0,0.0,67162.81,56340.77,133413.7,242213.9,109639.6,258479.2,114600.9,270158.6,64941.66,102219.5,25591.2,29211.41,22984.4,24402.36
,0,150,15,323.0288,10.14891,0.8305055,C12 PARENT,UMP,HMDB00288,C9H13N2O9P,0.1489067,0.6613131,323.0288,31909.77,36297.31,43713.89,37434.2,51860.66,28674.2,58994.81,56887.72,42518.93,77086.6,40820.01,41536.04,23384.11,46443.6,20183.51,45018.39
,0,151,9,324.0322,10.14797,0.7430869,C13-label-1,UMP,HMDB00288,C9H13N2O9P,0.1479673,0.7534462,323.0288,2803.071,2996.751,3516.089,3132.092,5291.633,2490.955,6177.432,5334.758,3934.554,7058.744,4000.344,4386.014,2113.959,4075.552,1684.091,4133.191
,0,152,1,325.0333,10.13559,0.6224771,C13-label-2,UMP,HMDB00288,C9H13N2O9P,0.1355867,6.196743,323.0288,257.4203,546.8145,534.3204,314.4873,779.7963,475.3232,658.4494,1204.707,640.3919,1108.808,250.9753,495.9874,201.8509,864.7803,272.2656,771.1783
,0,153,0,326.0381,10.12897,0.06911276,C13-label-3,UMP,HMDB00288,C9H13N2O9P,0.1289721,1.778421,323.0288,0.0,0.0,0.0,0.0,0.0,0.0,101.7273,0.0,85.50845,0.0,150.2604,0.0,99.79681,573.4053,311.0614,108.669
,0,154,0,327.0425,10.187,0.0740382,C13-label-4,UMP,HMDB00288,C9H13N2O9P,0.1869993,1.586337,323.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0126,0.0
,0,155,3,328.0448,10.17443,0.6810699,C13-label-5,UMP,HMDB00288,C9H13N2O9P,0.1744251,1.767542,323.0288,90.73502,0.0,0.0,0.0,0.0,0.0,138.8848,0.0,0.0,0.0,1748.125,403.5433,2312.818,3780.479,4816.592,2085.635
,0,156,0,329.0491,10.14028,0.05563875,C13-label-6,UMP,HMDB00288,C9H13N2O9P,0.140275,1.020193,323.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.8897,110.3244,791.3874,96.9184
,0,157,0,330.0523,10.13733,0.04834814,C13-label-7,UMP,HMDB00288,C9H13N2O9P,0.1373253,0.6472404,323.0288,0.0,0.0,0.0,0.0,97.36005,0.0,100.0607,0.0,0.0,0.0,0.0,0.0,115.8329,0.0,197.431,0.0
,0,158,0,331.0556,10.0956,0.06457666,C13-label-8,UMP,HMDB00288,C9H13N2O9P,0.09560013,0.3687307,323.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.3208,0.0
,0,159,7,306.0764,7.989006,0.700492,C12 PARENT,glutathione,HMDB00125,C10H17N3O6S,0.2890062,0.4985285,306.0764,105408.8,15346.96,57331.49,7826.493,55503.47,13772.07,50101.86,5548.642,37289.8,4698.943,93102.12,11623.03,54628.75,8365.341,44272.75,4523.933
,0,160,1,307.0798,7.989981,0.732008,C13-label-1,glutathione,HMDB00125,C10H17N3O6S,0.2899809,0.3975197,306.0764,10217.95,1847.668,4868.928,718.1624,4397.016,1053.325,5095.275,512.4366,3627.252,421.7321,8556.342,1416.44,4171.521,539.5197,3888.3,467.5999
,0,161,2,308.0816,7.975662,0.8082367,C13-label-2,glutathione,HMDB00125,C10H17N3O6S,0.2756624,5.249982,306.0764,1209.123,134.7303,271.0804,0.0,469.7133,0.0,222.7866,0.0,174.7696,0.0,1212.028,137.6172,1832.253,0.0,3097.859,123.535
,0,162,0,309.0864,7.9666,0.1062734,C13-label-3,glutathione,HMDB00125,C10H17N3O6S,0.2666001,0.5924083,306.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2011,0.0,151.9982,0.0,549.6402,0.0
,0,163,0,310.0902,8.022511,0.08699732,C13-label-4,glutathione,HMDB00125,C10H17N3O6S,0.3225117,0.6889067,306.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.9122,0.0,168.5951,0.0,568.2099,0.0
,0,164,0,311.0934,7.915416,0.05921021,C13-label-5,glutathione,HMDB00125,C10H17N3O6S,0.2154164,0.2942935,306.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.07,0.0
,0,165,0,314.1058,7.921958,0.06025837,C13-label-8,glutathione,HMDB00125,C10H17N3O6S,0.2219582,7.578304,306.0764,0.0,0.0,0.0,0.0,0.0,138.2937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.1056,0.0,0.0
,0,166,13,259.0227,6.612549,0.8033417,C12 PARENT,glucose-6-phosphate,HMDB01401,C6H13O9P,0.2374511,0.9425461,259.0227,49984.58,53458.11,23960.55,18394.08,15746.87,11256.4,14810.0,5828.517,10205.23,5535.174,21579.86,10635.81,16205.05,5919.408,17662.62,4363.08
,0,167,4,260.0261,6.612547,0.8282952,C13-label-1,glucose-6-phosphate,HMDB01401,C6H13O9P,0.237453,1.056273,259.0227,2638.932,3086.884,1288.441,1161.045,920.454,530.4225,1057.613,297.8836,361.7065,189.0072,1054.022,362.4339,1083.593,250.0269,986.4308,129.2955
,0,168,0,261.0273,6.629814,0.2886611,C13-label-2,glucose-6-phosphate,HMDB01401,C6H13O9P,0.2201858,7.248576,259.0227,679.363,947.2078,400.3205,0.0,307.2242,0.0,0.0,0.0,93.78192,0.0,243.863,0.0,202.4949,0.0,0.0,0.0
,0,169,0,262.0326,6.608006,0.05217284,C13-label-3,glucose-6-phosphate,HMDB01401,C6H13O9P,0.2419934,0.3493945,259.0227,0.0,0.0,0.0,330.7798,0.0,203.6984,110.1917,455.0183,0.0,0.0,102.0712,280.1728,0.0,338.8254,0.0,0.0
,0,170,0,263.0363,6.595367,0.05464963,C13-label-4,glucose-6-phosphate,HMDB01401,C6H13O9P,0.2546329,1.508268,259.0227,0.0,0.0,0.0,94.41397,0.0,486.5066,0.0,129.192,103.3692,273.7348,0.0,279.1889,0.0,0.0,0.0,0.0
,0,171,6,264.0395,6.603645,0.836596,C13-label-5,glucose-6-phosphate,HMDB01401,C6H13O9P,0.2463551,1.040217,259.0227,0.0,0.0,1142.77,1708.977,1240.594,1974.085,1200.073,2762.755,1580.494,2895.314,1765.937,2447.656,1335.412,3657.862,1438.874,3583.457
,0,172,14,265.0429,6.607994,0.8201481,C13-label-6,glucose-6-phosphate,HMDB01401,C6H13O9P,0.2420063,1.151422,259.0227,0.0,0.0,16388.96,21117.6,24577.26,29182.91,27023.83,49589.03,28124.6,55778.0,28785.98,47107.25,27242.73,53116.84,27037.78,47494.8
,0,173,16,218.1034,11.27315,0.8217211,C12 PARENT,pantothenate,HMDB00210,C9H17NO5,0.2731504,0.06996126,218.1034,2755892.0,3707906.0,2780217.0,3807083.0,2727250.0,3394074.0,2733042.0,3808406.0,2362652.0,3452789.0,2380748.0,3353641.0,2979971.0,3568408.0,2761242.0,3567893.0
,0,174,16,219.1067,11.26935,0.822573,C13-label-1,pantothenate,HMDB00210,C9H17NO5,0.2693501,0.1392818,218.1034,276612.8,346124.6,270622.6,376205.8,270990.0,321869.8,269833.4,372382.8,237441.0,345712.0,233768.9,329438.9,289963.6,351075.4,269668.0,347143.1
,0,175,0,220.1121,11.26408,0.09068723,C13-label-2,pantothenate,HMDB00210,C9H17NO5,0.2640772,9.012047,218.1034,556.9204,307.1189,455.2368,634.1012,430.3024,445.2274,337.5692,506.0146,0.0,859.8801,0.0,604.0561,291.3133,1158.81,0.0,368.0007
,0,176,5,221.1121,11.2741,0.8228735,C13-label-3,pantothenate,HMDB00210,C9H17NO5,0.2740993,6.210798,218.1034,1879.353,1807.281,1731.62,831.7329,788.6981,1604.064,1135.168,1245.911,1781.935,1378.221,1542.279,2132.371,1647.398,1639.699,1021.905,1039.519
,0,177,1,222.1171,11.26764,0.7482595,C13-label-4,pantothenate,HMDB00210,C9H17NO5,0.267642,1.030457,218.1034,319.4525,487.8931,131.3583,550.7455,292.7542,527.0239,319.1365,530.452,0.0,469.5716,0.0,517.6752,312.0738,563.6956,137.6795,578.9404
,0,178,0,223.1203,11.26547,0.2145417,C13-label-5,pantothenate,HMDB00210,C9H17NO5,0.2654715,0.5471057,218.1034,165.871,457.9992,334.6754,543.2061,126.748,339.5639,116.0824,550.3099,0.0,526.421,0.0,321.7536,261.7973,377.5525,130.5307,454.7251
,0,179,0,224.1235,11.27232,0.07612057,C13-label-6,pantothenate,HMDB00210,C9H17NO5,0.272315,0.06808205,218.1034,0.0,326.1947,278.9497,543.6234,102.4881,443.3102,104.6664,493.4985,0.0,342.6482,0.0,456.7581,114.6415,472.8273,156.4914,495.0156
,0,180,0,225.1267,11.29806,0.06663734,C13-label-7,pantothenate,HMDB00210,C9H17NO5,0.2980595,0.7455648,218.1034,0.0,283.4402,0.0,149.8736,0.0,0.0,0.0,172.8422,0.0,141.44,0.0,0.0,0.0,139.7977,0.0,0.0
,0,181,0,226.1294,11.2678,0.05759666,C13-label-8,pantothenate,HMDB00210,C9H17NO5,0.2677994,3.711283,218.1034,0.0,137.1032,0.0,141.0213,0.0,0.0,0.0,124.7824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,182,0,227.1317,11.2835,0.05958246,C13-label-9,pantothenate,HMDB00210,C9H17NO5,0.2834997,8.128756,218.1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.6771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,183,16,203.0825,7.796064,0.810518,C12 PARENT,tryptophan,HMDB00929,C11H12N2O2,0.2960639,0.601087,203.0825,1283833.0,1544198.0,1259784.0,1463149.0,1210469.0,1495568.0,1228222.0,1481439.0,1113060.0,1442673.0,1108503.0,1363524.0,1156110.0,1431124.0,1129159.0,1251336.0
,0,184,16,204.0858,7.791296,0.8196593,C13-label-1,tryptophan,HMDB00929,C11H12N2O2,0.291296,0.9719643,203.0825,151875.5,182461.2,151592.3,175821.6,142249.4,174983.2,143197.9,175369.6,136644.5,168314.4,133738.5,160814.2,140778.8,172049.2,130854.3,151904.6
,0,185,16,205.0891,7.795147,0.8244525,C13-label-2,tryptophan,HMDB00929,C11H12N2O2,0.2951474,0.9672092,203.0825,6569.829,8042.037,6723.219,8036.59,6102.059,8655.327,7529.983,8185.75,6865.022,8241.79,7107.637,7277.953,6301.854,6718.537,6254.427,7306.63
,0,186,0,206.0912,7.798005,0.09381799,C13-label-3,tryptophan,HMDB00929,C11H12N2O2,0.2980051,6.959618,203.0825,0.0,354.0594,138.903,291.8609,0.0,272.934,0.0,197.8708,0.0,217.0875,0.0,0.0,190.6123,250.2268,329.9161,160.7705
,0,187,0,208.0976,7.77785,0.0489789,C13-label-5,tryptophan,HMDB00929,C11H12N2O2,0.2778497,8.505646,203.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.2934,0.0,0.0,0.0,0.0,0.0
,0,188,15,195.051,5.214013,0.8281291,C12 PARENT,D-gluconate,HMDB00625,C6H12O7,0.2140126,0.07822973,195.051,38809.01,60284.64,13288.06,13211.22,14949.59,14352.82,14873.73,13356.49,12078.33,13533.63,13773.88,15296.57,18852.34,16056.72,16480.35,15096.47
